,情感指数,
1133,0.908577535,10、我们认为当前全球经济面临以下主要挑战：
1134,0.999772937,脆弱增长和持续高失业率，特别是青年失业以及许多经济体需要实现更具包容性增长
1135,0.995190828,欧洲金融市场碎片化以及建立银行业联盟决定的果断落实
1136,0.999992424,受资本流动波动、金融状况收紧、大宗商品价格波动，以及国内经济结构挑战的影响，一些新兴市场经济体增长放缓
1137,0.993408498,许多国家私人投资不足，部分原因是市场存在不确定性，以及这些国家国内经济缺乏灵活性
1138,0.999995966,在支持短期经济复苏的同时，一些国家需要妥善处理公共债务高企且不可持续问题，特别是那些当前和未来预测债务占国内生产总值比重最高的发达经济体
1139,0.999982079,随着经济增长巩固，资本流动波动加剧，对发达经济体重新制定货币政策的预期亦将提升
1140,0.912779503,全球需求再平衡尚未完成
1141,0.545081558,财政政策持续存在的不确定性
1142,0.999990158,11、为应对上述挑战并推动全球经济步入更加强劲、可持续和平衡增长之路，我们在此前行动的基础上采取了新措施，并体现在圣彼得堡行动计划中
1143,0.902416143,该行动计划旨在扩大经济活动并增加就业，支持复苏并解决经济前景中的短期风险
1144,0.999985288,同时，通过富有雄心和目标明确的改革，为强劲、可持续、平衡增长奠定基础
1145,0.012130139,我们将共同采取行动，及时兑现我们的承诺并积极监督有关进展
1146,0.999109557,12、我们当前工作重点是抓住发达经济体出现复苏迹象之机，及时采取行动，为促进增长和就业创造条件，推动复苏更可持续，从而造福全球经济
1147,0.94350586,13、鉴于上述，欧元区承诺巩固经济和货币联盟的基础，包括进一步改善银行收支平衡表、减少金融分割、坚决按时推动完成银行业联盟建设
1148,0.985449546,二十国集团发达经济体承诺在实现公共财政可持续基础上，继续灵活实施财政战略
1149,0.999999818,面对金融波动加剧，新兴市场经济体同意采取必要措施支持增长、保持稳定，包括采取措施巩固经济基本面、增强抗外部冲击能力以及加强金融体系
1150,0.998924821,14、根据央行有关职能，货币政策将继续以稳定国内物价和支持经济复苏为导向
1151,0.998702334,我们认识到最近几年宽松货币政策对全球经济的支持作用，包括非常规货币政策
1152,0.999961208,我们对延长宽松货币政策实施期限带来的意想不到的负面外溢效应保持警惕
1153,0.999842505,我们也认识到，实现强劲和可持续增长最终需要回归正常货币政策
1154,0.996100858,我们的央行承诺，未来改变货币政策时将继续谨慎实施并同各方清晰沟通
1155,0.996941902,15、我们重申金融过度流动和汇率无序波动将对经济和财政稳定产生不利影响，正如近期在部分新兴市场观察到的一样
1156,0.999986506,整体更强劲的政策框架能够使他们更好应对这些挑战
1157,0.999997364,稳健的宏观经济政策、结构改革和强劲审慎的框架将帮助应对波动性增加
1158,0.661876216,我们将继续认真监督金融市场状况
1159,0.817135675,16、我们承诺合作以保证有关政策得以落实，以支持国内和全球增长、财政稳定以及管控对其他国家的外溢效应
1160,0.944219165,17、我们重申加快建立市场决定的汇率体系和灵活汇率以反映基本面，避免持续的汇率错配
1161,0.236425905,我们将避免竞争性贬值或以竞争性为目的设置汇率
1162,0.972966461,我们反对所有形式的保护主义，保证市场开放
1163,0.999999383,18、我们也承诺通过实施有雄心的和目标明确的改革以保证财政可持续性，促进投资，提高生产力和劳动力市场的参与程度，应对内外失衡，从而为加强长期增长奠定基础
1164,0.986036352,19、实现更加强劲和可持续复苏，同时保证发达经济体财政可持续性非常关键
1165,0.998826654,根据此前共识，所有发达经济体都采取了可信的、有雄心的国别中期财政战略
1166,0.999954966,这些战略将根据短期经济状况灵活实施，以支持经济增长和增加就业，同时将债务占国内生产总值的比例保持在可持续水平
1167,0.996999888,一部分新兴经济体在其战略中包含了促进财政可持续的因素
1168,0.999994925,20、认识到更紧迫地推动结构性改革，我们重新设计了改革议程，使之更相关和务实，目标更明确
1169,1,各成员已承诺实施更广泛领域的改革，通过促进投资、解决基本面脆弱，提高生产力和竞争力，加强劳动力市场，改善金融稳定和信贷渠道，解决内外失衡，以加强强劲、可持续和平衡增长的基本面
1170,0.99993077,这些改革是持续改善潜在增长、增加就业和需求再平衡的关键
1171,0.982390932,21、我们决心采取进一步行动，实现基础更广泛的全球需求再平衡
1172,0.99990809,全球经常账户失衡的缓解部分反映了一些国家的重要改革措施，但上述进展很大部分源于需求抑制
1173,0.984482922,在全球复苏的情况下，我们决心进一步调整政策以实现盈余国和赤字国的全球需求再平衡和内部再平衡
1174,0.997726519,在此方面，大型盈余经济体有必要实现更强劲的国内需求增长，赤字国则需要增加储蓄和提高竞争力和实现更灵活的汇率政策
1175,0.309259517,我们承诺在所有这些领域采取行动，并将定期评估进展
1176,0.998500359,22、圣彼得堡行动计划规划了我们为实现强劲、可持续和平衡增长的改革措施
1177,0.012221272,我们的问责评估报告描述了我们落实过去承诺的进展
1178,0.998374848,我们将明确需要解决的关键障碍，和为实现经济更加强劲、可持续、平衡需要进行的改革
1179,0.977167383,我们要求财长们进一步研拟全面增长战略，并在布里斯班峰会上汇报进展
1180,0.98504493,通过高质量就业实现经济增长
1181,0.99971997,23、我们团结一致，共同努力促进包容性增长，创造更多更好的就业岗位
1182,0.999563646,24、许多国家存在的失业和未充分就业，特别是青年失业，仍然是全球经济面临的关键挑战之一和二十国集团的首要工作重点
1183,0.999999993,25、创造生产率更高、质量更好的就业岗位是我们各国为实现强劲、可持续和平衡增长、减少贫困、加强社会包容而采取的各项政策的核心
1184,0.999999997,我们同意，强有力和支持性的宏观经济、贸易、投资和劳动力市场政策，可持续的公共财政，良好和规范的金融体系，抗风险和有效的社会保障体系是实现可持续的就业创造型经济增长的基础
1185,0.999999997,26、为支持更高就业水平、促进创造就业岗位、使技能和就业机会更匹配而进行的政策改革是我们经济增长战略的中心
1186,0.897923539,我们承诺根据各国国情，采取广泛措施来促进更多更好的就业岗位：
1187,1,通过对商品市场和劳动力市场进行有利于经济增长的结构性改革，包括促进劳动力市场的适应性和效率、提供充分的劳动保障、根据各国国情制定适宜就业的税收制度及其他政府倡议等，来改善商业环境，刺激创造正式的、有更高生产率和报酬的就业岗位
1188,1,投资于我们各国人民的技能、高质量教育和终身学习项目，使他们便于获得技能，有更好的前途，以增强就业流动性和就业能力
1189,0.99991571,促进有针对性的投资以确保劳动力市场基础设施和有效的劳动力激活政策，从而帮助求职者找到工作，使代表性不足和弱势群体进入劳动力市场，减少非正式就业
1190,0.630364441,提高就业质量，包括通过改善工作环境、工资谈判机制、国内工资制定机制和提供社会保障
1191,0.969306553,制定国家就业计划或行动，我们将在布里斯班峰会讨论相关进展
1192,0.999675496,27、相互协调和统一的公共政策对实现强劲、可持续、平衡增长，对重塑全球经济信心至关重要
